source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell subclass]	characteristics[activation encounter]	characteristics[activation state]	characteristics[individual]	characteristics[biological replicate]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[disease]	characteristics[depletion]	characteristics[sampling time]	assay name	Technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[MS2 mass analyzer]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD004352-Sample-283	Homo sapiens	blood	monocyte	intermediate monocyte	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	MO.intermediate_01steady-state.raw	proteomic profiling by mass spectrometry	MO.intermediate_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-284	Homo sapiens	blood	monocyte	intermediate monocyte	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	MO.intermediate_02steady-state.raw	proteomic profiling by mass spectrometry	MO.intermediate_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-285	Homo sapiens	blood	monocyte	intermediate monocyte	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	MO.intermediate_03steady-state.raw	proteomic profiling by mass spectrometry	MO.intermediate_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-286	Homo sapiens	blood	monocyte	intermediate monocyte	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	MO.intermediate_04steady-state.raw	proteomic profiling by mass spectrometry	MO.intermediate_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.intermediate_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	intermediate monocyte
PXD004352-Sample-287	Homo sapiens	blood	monocyte	non-classical monocyte	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	MO.nonclassical_01steady-state.raw	proteomic profiling by mass spectrometry	MO.nonclassical_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.nonclassical_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-288	Homo sapiens	blood	monocyte	non-classical monocyte	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	MO.nonclassical_02steady-state.raw	proteomic profiling by mass spectrometry	MO.nonclassical_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.nonclassical_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-289	Homo sapiens	blood	monocyte	non-classical monocyte	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	MO.nonclassical_03steady-state.raw	proteomic profiling by mass spectrometry	MO.nonclassical_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.nonclassical_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-290	Homo sapiens	blood	monocyte	non-classical monocyte	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	MO.nonclassical_04steady-state.raw	proteomic profiling by mass spectrometry	MO.nonclassical_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/MO.nonclassical_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	non-classical monocyte
PXD004352-Sample-291	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_01steady-state.raw	proteomic profiling by mass spectrometry	mTregs_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-292	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_02steady-state.raw	proteomic profiling by mass spectrometry	mTregs_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-293	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_03steady-state.raw	proteomic profiling by mass spectrometry	mTregs_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-294	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	memory regulatory T cell	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	mTregs_04steady-state.raw	proteomic profiling by mass spectrometry	mTregs_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/mTregs_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	memory regulatory T cell
PXD004352-Sample-295	Homo sapiens	blood	granulocyte	neutrophil	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	Neutrophil_01steady-state.raw	proteomic profiling by mass spectrometry	Neutrophil_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Neutrophil_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	neutrophil
PXD004352-Sample-296	Homo sapiens	blood	granulocyte	neutrophil	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	Neutrophil_02steady-state.raw	proteomic profiling by mass spectrometry	Neutrophil_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Neutrophil_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	neutrophil
PXD004352-Sample-297	Homo sapiens	blood	granulocyte	neutrophil	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	Neutrophil_03steady-state.raw	proteomic profiling by mass spectrometry	Neutrophil_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Neutrophil_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	neutrophil
PXD004352-Sample-298	Homo sapiens	blood	granulocyte	neutrophil	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	Neutrophil_04steady-state.raw	proteomic profiling by mass spectrometry	Neutrophil_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/Neutrophil_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	neutrophil
PXD004352-Sample-299	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_01steady-state.raw	proteomic profiling by mass spectrometry	NK.bright_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-300	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_02steady-state.raw	proteomic profiling by mass spectrometry	NK.bright_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-301	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_03steady-state.raw	proteomic profiling by mass spectrometry	NK.bright_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-302	Homo sapiens	blood	natural killer cell	"CD16-negative, CD56-bright natural killer cell, human"	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	NK.bright_04steady-state.raw	proteomic profiling by mass spectrometry	NK.bright_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.bright_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-negative, CD56-bright natural killer cell, human"
PXD004352-Sample-303	Homo sapiens	blood	natural killer cell	"CD16-positive, CD56-dim natural killer cell, human"	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	NK.dim_01steady-state.raw	proteomic profiling by mass spectrometry	NK.dim_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.dim_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-positive, CD56-dim natural killer cell, human"
PXD004352-Sample-304	Homo sapiens	blood	natural killer cell	"CD16-positive, CD56-dim natural killer cell, human"	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	NK.dim_02steady-state.raw	proteomic profiling by mass spectrometry	NK.dim_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.dim_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-positive, CD56-dim natural killer cell, human"
PXD004352-Sample-305	Homo sapiens	blood	natural killer cell	"CD16-positive, CD56-dim natural killer cell, human"	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	NK.dim_03steady-state.raw	proteomic profiling by mass spectrometry	NK.dim_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.dim_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-positive, CD56-dim natural killer cell, human"
PXD004352-Sample-306	Homo sapiens	blood	natural killer cell	"CD16-positive, CD56-dim natural killer cell, human"	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	NK.dim_04steady-state.raw	proteomic profiling by mass spectrometry	NK.dim_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/NK.dim_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"CD16-positive, CD56-dim natural killer cell, human"
PXD004352-Sample-307	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	nTregs_01steady-state.raw	proteomic profiling by mass spectrometry	nTregs_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/nTregs_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-308	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	steady-state	2	2	not available	not available	not available	not available	normal	no depletion	not applicable	nTregs_02steady-state.raw	proteomic profiling by mass spectrometry	nTregs_02steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/nTregs_02steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-309	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	steady-state	3	3	not available	not available	not available	not available	normal	no depletion	not applicable	nTregs_03steady-state.raw	proteomic profiling by mass spectrometry	nTregs_03steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/nTregs_03steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-310	Homo sapiens	blood	"CD4-positive, alpha-beta T cell"	naive regulatory T cell	not applicable	steady-state	4	4	not available	not available	not available	not available	normal	no depletion	not applicable	nTregs_04steady-state.raw	proteomic profiling by mass spectrometry	nTregs_04steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/nTregs_04steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	naive regulatory T cell
PXD004352-Sample-311	Homo sapiens	blood	"dendritic cell, human"	"plasmacytoid dendritic cell, human"	not applicable	steady-state	1	1	not available	not available	not available	not available	normal	no depletion	not applicable	pDC_01steady-state.raw	proteomic profiling by mass spectrometry	pDC_01steady-state.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD004352/pDC_01steady-state.raw	1	1	not applicable	AC=MS:1002038;NT=label free sample	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	AC=MS:1002523;NT=Q Exactive HF	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1000422;NT=HCD	26 NCE	7 ppm	20 ppm	"plasmacytoid dendritic cell, human"
