Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[fraction identifier]
PXD024800-Sample-404	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 404	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_303.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_303.raw	1	3	TMT131	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-405	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 405	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_304.raw	1	4	TMT126	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-405	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 405	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_304.raw	1	4	TMT127	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-405	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 405	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_304.raw	1	4	TMT128	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-405	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 405	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_304.raw	1	4	TMT129	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-405	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 405	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_304.raw	1	4	TMT130	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-405	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 405	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_304.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_304.raw	1	4	TMT131	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-406	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 406	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_601.raw	1	1	TMT126	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	1
PXD024800-Sample-406	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 406	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_601.raw	1	1	TMT127	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	1
PXD024800-Sample-406	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 406	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_601.raw	1	1	TMT128	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	1
PXD024800-Sample-406	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 406	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_601.raw	1	1	TMT129	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	1
PXD024800-Sample-406	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 406	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_601.raw	1	1	TMT130	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	1
PXD024800-Sample-406	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 406	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_601.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_601.raw	1	1	TMT131	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	1
PXD024800-Sample-407	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 407	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_602.raw	1	2	TMT126	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	2
PXD024800-Sample-407	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 407	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_602.raw	1	2	TMT127	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	2
PXD024800-Sample-407	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 407	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_602.raw	1	2	TMT128	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	2
PXD024800-Sample-407	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 407	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_602.raw	1	2	TMT129	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	2
PXD024800-Sample-407	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 407	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_602.raw	1	2	TMT130	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	2
PXD024800-Sample-407	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 407	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_602.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_602.raw	1	2	TMT131	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	2
PXD024800-Sample-408	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 408	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_603.raw	1	3	TMT126	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-408	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 408	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_603.raw	1	3	TMT127	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-408	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 408	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_603.raw	1	3	TMT128	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-408	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 408	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_603.raw	1	3	TMT129	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-408	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 408	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_603.raw	1	3	TMT130	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-408	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 408	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_603.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_603.raw	1	3	TMT131	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	3
PXD024800-Sample-409	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 409	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_604.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_604.raw	1	4	TMT126	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-409	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 409	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_604.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_604.raw	1	4	TMT127	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-409	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 409	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_604.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_604.raw	1	4	TMT128	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
PXD024800-Sample-409	Homo sapiens	lung	not available	not available	not available	not available	not available	lung cancer	1	tissue	run 409	proteomic profiling by mass spectrometry	Statler_20191104_CF_HS_global_ff_604.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/05/PXD024800/Statler_20191104_CF_HS_global_ff_604.raw	1	4	TMT129	NT=Q Exactive HF;AC=MS:1002523	NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:67;PP=Any N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;PP=STY;MT=Variable	NT=methylol;AC=UNIMOD:1875;PP=-CH2O;MT=Variable	NT=Dimethyl;AC=UNIMOD:330;PP=KR;MT=Variable	AC=MS:1001313;NT=Trypsin	NT=HCD;AC=PRIDE:0000590	25% NCE	4.5 ppm	20 ppm	4
