source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[cell type]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	characteristics[enrichment process]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[disease]	characteristics[quality]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]
PDC000129-Sample-1	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-2	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-3	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-4	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-5	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-6	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_129n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-7	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_129c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-8	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_130n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-9	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_130c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-10	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run2	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f02.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=Js~Vk7jBQopytfglwDzKsaIopOe1lJNYd91RhqNm9jSbYy8yTC~~zKd472Q-ma2C0sUdaIyxhZR-OuxF7sgkr~ezdI-Wmu3enuld43C3uAEs85uePHR75AXzODrHLvvi49WOBM18739OGuKSMTSWzReOAGolFAE9zSdAQyEzThG-JsT9hxb2abHwh-hpEQ53mwTO8mcbQSnnCw~wJQF~7FguJ9ep7DO~-no3rSLaH~LAVFVngRswTsAMby~ZSYhrbtF35LE2zHaIO~0ylb7X0olPVPc9TSYpjWR2reXMk81FrTKLkKOMtPmncbNXqmHZrR02rdsl15u7gTSEM1hO0A__	1	2	tmt_131	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-1	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=eE90mzdEzXNDbjxQkBVVC7Llh0sokTLBqsDOaBVtAtiCUjPwqxMrnUPbKLt4aNsfdoA1HB17qp60WzGAVsR2isf3FjNkpvMEqmgFW~jg2NhYpW7ZNKCPHRqKH1Hl~ksi~HsAAyj7oz2f0xRodl1ghiv3Rax97DzXRMmzXOROCiJ6C4WLMt2LZdHJjcoACHT3pOe8UxefhFQNRvew472fvetiWyzlNuVqtGpGvIYvXhqJkIHdBMQpcaBJbbOOyiD4Cx2BZkqq0kn~RPOsdfDwNFkNSiowzAs2-8anInbLrxeeuM4p7VShi7YzfFQnA0hKYr5ySpPwp5FbzQMQxs3VBg__	1	3	tmt_126	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-2	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=eE90mzdEzXNDbjxQkBVVC7Llh0sokTLBqsDOaBVtAtiCUjPwqxMrnUPbKLt4aNsfdoA1HB17qp60WzGAVsR2isf3FjNkpvMEqmgFW~jg2NhYpW7ZNKCPHRqKH1Hl~ksi~HsAAyj7oz2f0xRodl1ghiv3Rax97DzXRMmzXOROCiJ6C4WLMt2LZdHJjcoACHT3pOe8UxefhFQNRvew472fvetiWyzlNuVqtGpGvIYvXhqJkIHdBMQpcaBJbbOOyiD4Cx2BZkqq0kn~RPOsdfDwNFkNSiowzAs2-8anInbLrxeeuM4p7VShi7YzfFQnA0hKYr5ySpPwp5FbzQMQxs3VBg__	1	3	tmt_127n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-3	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=eE90mzdEzXNDbjxQkBVVC7Llh0sokTLBqsDOaBVtAtiCUjPwqxMrnUPbKLt4aNsfdoA1HB17qp60WzGAVsR2isf3FjNkpvMEqmgFW~jg2NhYpW7ZNKCPHRqKH1Hl~ksi~HsAAyj7oz2f0xRodl1ghiv3Rax97DzXRMmzXOROCiJ6C4WLMt2LZdHJjcoACHT3pOe8UxefhFQNRvew472fvetiWyzlNuVqtGpGvIYvXhqJkIHdBMQpcaBJbbOOyiD4Cx2BZkqq0kn~RPOsdfDwNFkNSiowzAs2-8anInbLrxeeuM4p7VShi7YzfFQnA0hKYr5ySpPwp5FbzQMQxs3VBg__	1	3	tmt_127c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-4	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P94	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=eE90mzdEzXNDbjxQkBVVC7Llh0sokTLBqsDOaBVtAtiCUjPwqxMrnUPbKLt4aNsfdoA1HB17qp60WzGAVsR2isf3FjNkpvMEqmgFW~jg2NhYpW7ZNKCPHRqKH1Hl~ksi~HsAAyj7oz2f0xRodl1ghiv3Rax97DzXRMmzXOROCiJ6C4WLMt2LZdHJjcoACHT3pOe8UxefhFQNRvew472fvetiWyzlNuVqtGpGvIYvXhqJkIHdBMQpcaBJbbOOyiD4Cx2BZkqq0kn~RPOsdfDwNFkNSiowzAs2-8anInbLrxeeuM4p7VShi7YzfFQnA0hKYr5ySpPwp5FbzQMQxs3VBg__	1	3	tmt_128n	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
PDC000129-Sample-5	human + mouse	not available	not available	not available	not available	not available	Clear Cell Renal Cell Carcinoma	1	WHIM-P93	not available	Xenograft Tissue	run3	proteomic profiling by mass spectrometry	01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw	https://d3iwtkuvwz4jtf.cloudfront.net/raw-files/10/25/01CPTAC_CompRef_W_JHU_20170929_LUMOS_f03.raw?Expires=1686115592&Key-Pair-Id=APKAIXDMVIARW22I7ILQ&Signature=eE90mzdEzXNDbjxQkBVVC7Llh0sokTLBqsDOaBVtAtiCUjPwqxMrnUPbKLt4aNsfdoA1HB17qp60WzGAVsR2isf3FjNkpvMEqmgFW~jg2NhYpW7ZNKCPHRqKH1Hl~ksi~HsAAyj7oz2f0xRodl1ghiv3Rax97DzXRMmzXOROCiJ6C4WLMt2LZdHJjcoACHT3pOe8UxefhFQNRvew472fvetiWyzlNuVqtGpGvIYvXhqJkIHdBMQpcaBJbbOOyiD4Cx2BZkqq0kn~RPOsdfDwNFkNSiowzAs2-8anInbLrxeeuM4p7VShi7YzfFQnA0hKYr5ySpPwp5FbzQMQxs3VBg__	1	3	tmt_128c	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=HCD;AC=PRIDE:0000590	37% NCE	20 ppm	20 ppm	Clear Cell Renal Cell Carcinoma	normal	NT=Carbamidomethyl;MT=Fixed;TA=C;AC=UNIMOD:4	NT=TMT6plex;MT=Fixed;TA=K;AC=UNIMOD:737	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=N-term;AC=UNIMOD:1	NT=TMT6plex;MT=Variable;PP=N-term;AC=UNIMOD:737	NT=TMT6plex;MT=Variable;TA=S;AC=UNIMOD:737	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251
